Name,Category,Film,Win_Oscar?,Year_Ceremony,Birth_Date,Birth_Place,Gender,Race or Ethnicity,Sexual orientation,Religion,Link
Chill Wills,ACTOR IN A SUPPORTING ROLE,The Alamo,FALSO,1961,18-07-1903,"Seagoville, TX",Male,White,Straight,Na,http://www.nndb.com/people/860/000043731/
Greer Garson,ACTRESS,Sunrise at Campobello,FALSO,1961,29-09-1904,"London, England",Female,White,Straight,Na,/people/293/000044161/
Deborah Kerr,ACTRESS,The Sundowners,FALSO,1961,30-09-1921,"Helensburgh, Scotland",Female,White,Straight,Na,http://www.nndb.com/people/715/000025640/
Shirley MacLaine,ACTRESS,The Apartment,FALSO,1961,24-04-1934,"Richmond, VA",Female,White,Straight,Baptist,/people/799/000023730/
Melina Mercouri,ACTRESS,Never on Sunday,FALSO,1961,18-10-1920,"Athens, Greece",Female,White,Straight,Na,http://www.nndb.com/people/258/000090985/
Elizabeth Taylor,ACTRESS,Butterfield 8,VERDADERO,1961,27-02-1932,"London, England",Female,White,Straight,Jewish,/people/624/000023555/
Glynis Johns,ACTRESS IN A SUPPORTING ROLE,The Sundowners,FALSO,1961,05-10-1923,"Pretoria, South Africa",Female,White,Straight,Na,http://www.nndb.com/people/087/000131691/
Shirley Jones,ACTRESS IN A SUPPORTING ROLE,Elmer Gantry,VERDADERO,1961,31-03-1934,"Charleroi, PA",Female,White,Straight,Methodist,/people/795/000023726/
Shirley Knight,ACTRESS IN A SUPPORTING ROLE,The Dark at the Top of the Stairs,FALSO,1961,05-07-1936,"Goessel, KS",Female,White,Straight,Na,http://www.nndb.com/people/151/000130758/
Janet Leigh,ACTRESS IN A SUPPORTING ROLE,Psycho,FALSO,1961,06-07-1927,"Merced, CA",Female,White,Straight,Na,http://www.nndb.com/people/211/000023142/
Mary Ure,ACTRESS IN A SUPPORTING ROLE,Sons and Lovers,FALSO,1961,18-02-1933,"Glasgow, Scotland",Female,White,Straight,Na,http://www.nndb.com/people/881/000136473/
Billy Wilder,DIRECTING,The Apartment,VERDADERO,1961,22-06-1906,"Sucha, Galicia, Austria",Male,White,Straight,Jewish,/people/982/000024910/
Jules Dassin,DIRECTING,Never on Sunday,FALSO,1961,18-12-1911,"Middletown, CT",Male,White,Straight,Jewish,http://www.nndb.com/people/259/000090986/
Alfred Hitchcock,DIRECTING,Psycho,FALSO,1961,1899-08-13,"Leytonstone, London, England",Male,White,Straight,Roman Catholic,http://www.nndb.com/people/664/000026586/
Jack Cardiff,DIRECTING,Sons and Lovers,FALSO,1961,18-09-1914,"Great Yarmouth, Norfolk, England",Male,White,Straight,Na,https://www.nndb.com/people/089/000174564/
Fred Zinnemann,DIRECTING,The Sundowners,FALSO,1961,29-04-1907,"Vienna, Austria",Male,White,Straight,Jewish,/people/538/000032442/
Charles Boyer,ACTOR,Fanny,FALSO,1962,1899-08-28,"Figeac, Lot, Midi-Pyr�n�es, France",Male,White,Straight,Roman Catholic,http://www.nndb.com/people/888/000065693/
Paul Newman,ACTOR,The Hustler,FALSO,1962,26-01-1925,"Shaker Heights, OH",Male,White,Straight,Jewish,/people/804/000022738/
Maximilian Schell,ACTOR,Judgment at Nuremberg,VERDADERO,1962,08-12-1930,"Vienna, Austria",Male,White,Straight,Na,/people/351/000023282/
Spencer Tracy,ACTOR,Judgment at Nuremberg,FALSO,1962,05-04-1900,"Milwaukee, WI",Male,White,Straight,Roman Catholic,/people/979/000024907/
Stuart Whitman,ACTOR,The Mark,FALSO,1962,01-02-1926,"San Francisco, CA",Male,White,Straight,Na,http://www.nndb.com/people/543/000110213/
George Chakiris,ACTOR IN A SUPPORTING ROLE,West Side Story,VERDADERO,1962,16-09-1934,"Norwood, OH",Male,White,Gay,Na,/people/119/000063927/
Montgomery Clift,ACTOR IN A SUPPORTING ROLE,Judgment at Nuremberg,FALSO,1962,17-10-1920,"Omaha, NE",Male,White,Gay,Na,http://www.nndb.com/people/920/000043791/
Peter Falk,ACTOR IN A SUPPORTING ROLE,Pocketful of Miracles,FALSO,1962,16-09-1927,New York City,Male,White,Straight,Jewish,http://www.nndb.com/people/222/000023153/
Jackie Gleason,ACTOR IN A SUPPORTING ROLE,The Hustler,FALSO,1962,26-02-1916,"Brooklyn, NY",Male,White,Straight,Roman Catholic,http://www.nndb.com/people/612/000022546/
George C. Scott,ACTOR IN A SUPPORTING ROLE,The Hustler,FALSO,1962,18-10-1927,"Wise, VA",Male,White,Straight,Na,/people/025/000022956/
Audrey Hepburn,ACTRESS,Breakfast at Tiffany's,FALSO,1962,04-05-1929,"Brussels, Belgium",Female,White,Straight,Christian Science,/people/933/000026855/
Piper Laurie,ACTRESS,The Hustler,FALSO,1962,22-01-1932,"Detroit, MI",Female,White,Straight,Jewish,http://www.nndb.com/people/621/000023552/
Sophia Loren,ACTRESS,Two Women,VERDADERO,1962,20-09-1934,"Pozzuoli, Italy",Female,White,Straight,Roman Catholic,/people/811/000023742/
Geraldine Page,ACTRESS,Summer and Smoke,FALSO,1962,22-11-1924,"Kirksville, MO",Female,White,Straight,Na,/people/780/000043651/
Natalie Wood,ACTRESS,Splendor in the Grass,FALSO,1962,20-07-1938,"San Francisco, CA",Female,White,Straight,Russian Orthodox,http://www.nndb.com/people/169/000026091/
Fay Bainter,ACTRESS IN A SUPPORTING ROLE,The Children's Hour,FALSO,1962,1891-12-07,"Los Angeles, CA",Female,White,Straight,Na,/people/074/000063882/
Judy Garland,ACTRESS IN A SUPPORTING ROLE,Judgment at Nuremberg,FALSO,1962,10-06-1922,"Grand Rapids, MN",Female,White,Straight,Anglican/Episcopalian,https://www.nndb.com/people/123/000023054/
Lotte Lenya,ACTRESS IN A SUPPORTING ROLE,The Roman Spring of Mrs. Stone,FALSO,1962,1898-10-18,"Vienna, Austria-Hungary",Female,White,Straight,Roman Catholic,http://www.nndb.com/people/216/000205598/
Una Merkel,ACTRESS IN A SUPPORTING ROLE,Summer and Smoke,FALSO,1962,10-12-1903,"Covington, KY",Female,White,Straight,Na,http://www.nndb.com/people/896/000121533/
Rita Moreno,ACTRESS IN A SUPPORTING ROLE,West Side Story,VERDADERO,1962,11-12-1931,"Humacao, Puerto Rico",Female,Hispanic,Straight,Na,/people/463/000023394/
J. Lee Thompson,DIRECTING,The Guns of Navarone,FALSO,1962,01-08-1914,"Bristol, England",Male,White,Straight,Na,http://www.nndb.com/people/403/000042277/
Robert Rossen,DIRECTING,The Hustler,FALSO,1962,16-03-1908,New York City,Male,White,Straight,Jewish,https://www.nndb.com/people/176/000135768/
Stanley Kramer,DIRECTING,Judgment at Nuremberg,FALSO,1962,29-09-1913,"Brooklyn, NY",Male,White,Straight,Jewish,http://www.nndb.com/people/120/000056949/
Federico Fellini,DIRECTING,La Dolce Vita,FALSO,1962,20-01-1920,"Rimini, Italy",Male,White,Straight,Na,http://www.nndb.com/people/911/000043782/
Jerome Robbins,DIRECTING,West Side Story,VERDADERO,1962,11-10-1918,New York City,Male,White,Gay,Jewish,/people/281/000064089/
Robert Wise,DIRECTING,West Side Story,VERDADERO,1962,10-09-1914,"Winchester, IN",Male,White,Straight,Na,/people/460/000032364/
Burt Lancaster,ACTOR,Birdman of Alcatraz,FALSO,1963,02-11-1913,New York City,Male,White,Straight,Protestant,/people/938/000031845/
Jack Lemmon,ACTOR,Days of Wine and Roses,FALSO,1963,08-02-1925,"Newton, MA",Male,White,Straight,Roman Catholic,/people/714/000026636/
Marcello Mastroianni,ACTOR,Divorce--Italian Style,FALSO,1963,28-09-1924,"Fontana Liri, Italy",Male,White,Straight,Na,http://www.nndb.com/people/231/000085973/
Peter O'Toole,ACTOR,Lawrence of Arabia,FALSO,1963,02-08-1932,"Connemara, Ireland",Male,White,Straight,Roman Catholic,http://www.nndb.com/people/480/000026402/
Gregory Peck,ACTOR,To Kill a Mockingbird,VERDADERO,1963,05-04-1916,"La Jolla, CA",Male,White,Straight,Roman Catholic,/people/774/000023705/
"Ed Begley, Sr.",ACTOR IN A SUPPORTING ROLE,Sweet Bird of Youth,VERDADERO,1963,25-03-1901,"Hartford, CT",Male,White,Straight,Na,/people/915/000043786/
Victor Buono,ACTOR IN A SUPPORTING ROLE,What Ever Happened to Baby Jane?,FALSO,1963,03-02-1938,"San Diego, CA",Male,White,Gay,Na,http://www.nndb.com/people/394/000044262/
Telly Savalas,ACTOR IN A SUPPORTING ROLE,Birdman of Alcatraz,FALSO,1963,22-01-1922,"Garden City, Long Island, NY",Male,White,Straight,Na,http://www.nndb.com/people/319/000026241/
Omar Sharif,ACTOR IN A SUPPORTING ROLE,Lawrence of Arabia,FALSO,1963,10-04-1932,"Alexandria, Egypt",Male,Middle Eastern,Straight,Muslim,http://www.nndb.com/people/627/000023558/
Terence Stamp,ACTOR IN A SUPPORTING ROLE,Billy Budd,FALSO,1963,22-07-1939,"London, England",Male,White,Straight,Na,http://www.nndb.com/people/099/000024027/
Anne Bancroft,ACTRESS,The Miracle Worker,VERDADERO,1963,17-09-1931,"Bronx, NY",Female,White,Straight,Roman Catholic,/people/439/000023370/
Bette Davis,ACTRESS,What Ever Happened to Baby Jane?,FALSO,1963,05-04-1908,"Lowell, MA",Female,White,Straight,Na,/people/457/000026379/
Katharine Hepburn,ACTRESS,Long Day's Journey into Night,FALSO,1963,12-05-1907,"Hartford, CT",Female,White,Bisexual,Atheist,/people/775/000023706/
Geraldine Page,ACTRESS,Sweet Bird of Youth,FALSO,1963,22-11-1924,"Kirksville, MO",Female,White,Straight,Na,/people/780/000043651/
Lee Remick,ACTRESS,Days of Wine and Roses,FALSO,1963,14-12-1935,"Quincy, MA",Female,White,Straight,Na,http://www.nndb.com/people/917/000026839/
Mary Badham,ACTRESS IN A SUPPORTING ROLE,To Kill a Mockingbird,FALSO,1963,07-10-1952,"Birmingham, AL",Female,White,Straight,Na,http://www.nndb.com/people/778/000160298/
Patty Duke,ACTRESS IN A SUPPORTING ROLE,The Miracle Worker,VERDADERO,1963,14-12-1946,"Queens, NY",Female,White,Straight,Roman Catholic,/people/775/000022709/
Shirley Knight,ACTRESS IN A SUPPORTING ROLE,Sweet Bird of Youth,FALSO,1963,05-07-1936,"Goessel, KS",Female,White,Straight,Na,http://www.nndb.com/people/151/000130758/
Angela Lansbury,ACTRESS IN A SUPPORTING ROLE,The Manchurian Candidate,FALSO,1963,16-10-1925,"London, England",Female,White,Straight,Na,http://www.nndb.com/people/142/000023073/
Thelma Ritter,ACTRESS IN A SUPPORTING ROLE,Birdman of Alcatraz,FALSO,1963,14-02-1905,"Brooklyn, NY",Female,White,Straight,Na,http://www.nndb.com/people/813/000089546/
Frank Perry,DIRECTING,David and Lisa,FALSO,1963,21-08-1930,New York City,Male,White,Straight,Na,http://www.nndb.com/people/872/000133473/
Pietro Germi,DIRECTING,Divorce--Italian Style,FALSO,1963,14-09-1914,"G�nes, Italie",Male,White,Straight,Na,https://www.imdb.com/fr/name/nm0314584/?ref_=nv_sr_srsg_0_tt_2_nm_6_in_0_q_Pietro%2520Germi
David Lean,DIRECTING,Lawrence of Arabia,VERDADERO,1963,25-03-1908,"Croydon, Surrey, England",Male,White,Straight,Na,/people/462/000032366/
Arthur Penn,DIRECTING,The Miracle Worker,FALSO,1963,27-09-1922,"Philadelphia, PA",Male,White,Straight,Na,http://www.nndb.com/people/921/000022855/
Robert Mulligan,DIRECTING,To Kill a Mockingbird,FALSO,1963,23-08-1925,"Bronx, NY",Male,White,Straight,Na,http://www.nndb.com/people/838/000032742/
Albert Finney,ACTOR,Tom Jones,FALSO,1964,09-05-1936,"Salford, Lancashire, England",Male,White,Straight,Na,http://www.nndb.com/people/903/000023834/
Richard Harris,ACTOR,This Sporting Life,FALSO,1964,01-10-1930,"Limerick, Ireland",Male,White,Straight,Na,http://www.nndb.com/people/691/000030601/
Rex Harrison,ACTOR,Cleopatra,FALSO,1964,05-03-1908,"Huyton, Lancashire, England",Male,White,Straight,Na,/people/132/000043003/
Paul Newman,ACTOR,Hud,FALSO,1964,26-01-1925,"Shaker Heights, OH",Male,White,Straight,Jewish,/people/804/000022738/
Sidney Poitier,ACTOR,Lilies of the Field,VERDADERO,1964,20-02-1927,"Miami, FL",Male,Black,Straight,Deist,/people/200/000023131/
Nick Adams,ACTOR IN A SUPPORTING ROLE,Twilight of Honor,FALSO,1964,10-07-1931,"Nanticoke, PA",Male,White,Straight,Na,http://www.nndb.com/people/825/000108501/
Bobby Darin,ACTOR IN A SUPPORTING ROLE,"Captain Newman, M.D.",FALSO,1964,14-05-1936,"Bronx, NY",Male,White,Straight,Na,https://www.nndb.com/people/103/000044968/
Melvyn Douglas,ACTOR IN A SUPPORTING ROLE,Hud,VERDADERO,1964,05-04-1901,"Macon, GA",Male,White,Straight,Jewish,/people/100/000063908/
Hugh Griffith,ACTOR IN A SUPPORTING ROLE,Tom Jones,FALSO,1964,30-05-1912,"Marian Glas, Anglesey, Wales",Male,White,Na,Na,/people/120/000063928/
John Huston,ACTOR IN A SUPPORTING ROLE,The Cardinal,FALSO,1964,05-08-1906,"Nevada, MO",Male,White,Straight,Agnostic,/people/704/000024632/
Leslie Caron,ACTRESS,The L-Shaped Room,FALSO,1964,01-07-1931,"Paris, France",Female,White,Straight,Na,https://www.nndb.com/people/300/000083051/
Shirley MacLaine,ACTRESS,Irma La Douce,FALSO,1964,24-04-1934,"Richmond, VA",Female,White,Straight,Baptist,/people/799/000023730/
Patricia Neal,ACTRESS,Hud,VERDADERO,1964,20-01-1926,"Packard, KY",Female,White,Straight,Roman Catholic,/people/226/000042100/
Rachel Roberts,ACTRESS,This Sporting Life,FALSO,1964,20-09-1927,"Llanelli, Carmarthenshire, Wales",Female,White,Straight,Baptist,http://www.nndb.com/people/595/000132199/
Natalie Wood,ACTRESS,Love with the Proper Stranger,FALSO,1964,20-07-1938,"San Francisco, CA",Female,White,Straight,Russian Orthodox,http://www.nndb.com/people/169/000026091/
Diane Cilento,ACTRESS IN A SUPPORTING ROLE,Tom Jones,FALSO,1964,05-10-1933,"Mooloolaba, Queensland, Australia",Female,White,Straight,Na,http://www.nndb.com/people/753/000136345/
Dame Edith Evans,ACTRESS IN A SUPPORTING ROLE,Tom Jones,FALSO,1964,1888-02-08,"London, England",Female,White,Straight,Christian Science,https://www.nndb.com/people/472/000116124/
Joyce Redman,ACTRESS IN A SUPPORTING ROLE,Tom Jones,FALSO,1964,09-12-1915,"Newcastle, County Down, Ireland",Female,White,Straight,Protestant,http://www.nndb.com/people/552/000279712/
Margaret Rutherford,ACTRESS IN A SUPPORTING ROLE,The V.I.P.s,VERDADERO,1964,1892-05-11,"London, England",Female,White,Straight,Na,/people/052/000063860/
Lilia Skala,ACTRESS IN A SUPPORTING ROLE,Lilies of the Field,FALSO,1964,1896-11-28,"Vienna, Austria-Hungary",Female,White,Straight,Na,http://www.nndb.com/people/664/000135259/
Elia Kazan,DIRECTING,America America,FALSO,1964,07-09-1909,"Istanbul, Turkey",Male,White,Straight,Na,/people/537/000026459/
Otto Preminger,DIRECTING,The Cardinal,FALSO,1964,05-12-1906,"Vienna, Austria",Male,White,Straight,Jewish,http://www.nndb.com/people/456/000026378/
Federico Fellini,DIRECTING,Federico Fellini's 8-1/2,FALSO,1964,20-01-1920,"Rimini, Italy",Male,White,Straight,Na,http://www.nndb.com/people/911/000043782/
Martin Ritt,DIRECTING,Hud,FALSO,1964,02-03-1914,New York City,Male,White,Na,Jewish,http://www.nndb.com/people/382/000042256/
Tony Richardson,DIRECTING,Tom Jones,VERDADERO,1964,05-06-1928,"Shipley, Yorkshire, England",Male,White,Bisexual,Na,/people/249/000043120/
Richard Burton,ACTOR,Becket,FALSO,1965,10-11-1925,"Pontrhydyfen, Wales",Male,White,Bisexual,Presbyterian,http://www.nndb.com/people/260/000032164/
Rex Harrison,ACTOR,My Fair Lady,VERDADERO,1965,05-03-1908,"Huyton, Lancashire, England",Male,White,Straight,Na,/people/132/000043003/
Peter O'Toole,ACTOR,Becket,FALSO,1965,02-08-1932,"Connemara, Ireland",Male,White,Straight,Roman Catholic,http://www.nndb.com/people/480/000026402/
Anthony Quinn,ACTOR,Zorba the Greek,FALSO,1965,21-04-1915,"Chihuahua, Mexico",Male,Hispanic,Straight,Na,/people/228/000032132/
Peter Sellers,ACTOR,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,FALSO,1965,08-09-1925,"Southsea, Hampshire, England",Male,White,Straight,Jewish,http://www.nndb.com/people/011/000023939/
John Gielgud,ACTOR IN A SUPPORTING ROLE,Becket,FALSO,1965,14-04-1904,"London, England",Male,White,Gay,Na,/people/589/000033490/
Stanley Holloway,ACTOR IN A SUPPORTING ROLE,My Fair Lady,FALSO,1965,1890-10-01,"London, England",Male,White,Straight,Na,http://www.nndb.com/people/729/000101426/
Edmond O'Brien,ACTOR IN A SUPPORTING ROLE,Seven Days in May,FALSO,1965,10-09-1915,New York City,Male,White,Straight,Roman Catholic,/people/620/000042494/
Lee Tracy,ACTOR IN A SUPPORTING ROLE,The Best Man,FALSO,1965,1898-04-14,"Atlanta, GA",Male,White,Na,Na,http://www.nndb.com/people/647/000043518/
Peter Ustinov,ACTOR IN A SUPPORTING ROLE,Topkapi,VERDADERO,1965,16-04-1921,"London, England",Male,White,Straight,Na,/people/810/000022744/
Julie Andrews,ACTRESS,Mary Poppins,VERDADERO,1965,01-10-1935,"Walton-on-Thames, Surrey, England",Female,White,Straight,Na,/people/874/000023805/
Anne Bancroft,ACTRESS,The Pumpkin Eater,FALSO,1965,17-09-1931,"Bronx, NY",Female,White,Straight,Roman Catholic,/people/439/000023370/
Sophia Loren,ACTRESS,Marriage Italian Style,FALSO,1965,20-09-1934,"Pozzuoli, Italy",Female,White,Straight,Roman Catholic,/people/811/000023742/
Debbie Reynolds,ACTRESS,The Unsinkable Molly Brown,FALSO,1965,01-04-1932,"El Paso, TX",Female,White,Straight,Baptist,http://www.nndb.com/people/609/000022543/
Kim Stanley,ACTRESS,Seance on a Wet Afternoon,FALSO,1965,11-02-1925,"Tularosa, NM",Female,White,Straight,Na,http://www.nndb.com/people/182/000205564/
Gladys Cooper,ACTRESS IN A SUPPORTING ROLE,My Fair Lady,FALSO,1965,1888-12-18,"London, England",Female,White,Straight,Na,http://www.nndb.com/people/465/000131072/
Dame Edith Evans,ACTRESS IN A SUPPORTING ROLE,The Chalk Garden,FALSO,1965,1888-02-08,"London, England",Female,White,Straight,Christian Science,https://www.nndb.com/people/472/000116124/
Grayson Hall,ACTRESS IN A SUPPORTING ROLE,The Night of the Iguana,FALSO,1965,18-09-1922,"Philadelphia, PA",Female,White,Straight,Na,http://www.nndb.com/people/142/000279302/
Lila Kedrova,ACTRESS IN A SUPPORTING ROLE,Zorba the Greek,VERDADERO,1965,09-10-1918,"St. Petersburg, Russia",Female,White,Straight,Na,/people/049/000063857/
Agnes Moorehead,ACTRESS IN A SUPPORTING ROLE,"Hush...Hush, Sweet Charlotte",FALSO,1965,06-12-1900,"Clinton, MA",Female,White,Matter of Dispute,Presbyterian,http://www.nndb.com/people/899/000078665/
Peter Glenville,DIRECTING,Becket,FALSO,1965,28-10-1913,"London, England",Male,White,Gay,Na,http://www.nndb.com/people/460/000213818/
Stanley Kubrick,DIRECTING,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,FALSO,1965,26-07-1928,"Bronx, NY",Male,White,Straight,Jewish,http://www.nndb.com/people/475/000022409/
Robert Stevenson,DIRECTING,Mary Poppins,FALSO,1965,31-03-1905,"Buxton, Derbyshire, England",Male,White,Straight,Na,http://www.nndb.com/people/770/000043641/
George Cukor,DIRECTING,My Fair Lady,VERDADERO,1965,1899-07-07,New York City,Male,White,Gay,Na,/people/373/000041250/
Michael Cacoyannis,DIRECTING,Zorba the Greek,FALSO,1965,11-06-1922,"Limassol, Cyprus",Male,White,Na,Na,http://www.nndb.com/people/093/000174568/
Richard Burton,ACTOR,The Spy Who Came In from the Cold,FALSO,1966,10-11-1925,"Pontrhydyfen, Wales",Male,White,Bisexual,Presbyterian,http://www.nndb.com/people/260/000032164/
Lee Marvin,ACTOR,Cat Ballou,VERDADERO,1966,19-02-1924,New York City,Male,White,Straight,Na,/people/314/000026236/
Laurence Olivier,ACTOR,Othello,FALSO,1966,22-05-1907,"Dorking, Surrey, England",Male,White,Bisexual,Na,/people/607/000022541/
Rod Steiger,ACTOR,The Pawnbroker,FALSO,1966,14-04-1925,"Westhampton, NY",Male,White,Straight,Lutheran,/people/762/000026684/
Oskar Werner,ACTOR,Ship of Fools,FALSO,1966,13-11-1922,"Vienna, Austria",Male,White,Straight,Na,http://www.nndb.com/people/661/000136253/
Martin Balsam,ACTOR IN A SUPPORTING ROLE,A Thousand Clowns,VERDADERO,1966,04-11-1919,"Bronx, NY",Male,White,Straight,Na,/people/111/000063919/
Ian Bannen,ACTOR IN A SUPPORTING ROLE,The Flight of the Phoenix,FALSO,1966,28-06-1928,"Airdrie, Lanarkshire, Scotland",Male,White,Straight,Na,http://www.nndb.com/people/269/000130876/
Tom Courtenay,ACTOR IN A SUPPORTING ROLE,Doctor Zhivago,FALSO,1966,25-02-1937,"Hull, Humberside, England",Male,White,Straight,Na,http://www.nndb.com/people/978/000101675/
Michael Dunn,ACTOR IN A SUPPORTING ROLE,Ship of Fools,FALSO,1966,20-10-1934,"Shattuck, OK",Male,White,Straight,Na,http://www.nndb.com/people/571/000118217/
Frank Finlay,ACTOR IN A SUPPORTING ROLE,Othello,FALSO,1966,06-08-1926,"Farnworth, Lancashire, England",Male,White,Straight,Roman Catholic,http://www.nndb.com/people/266/000205648/
Julie Andrews,ACTRESS,The Sound of Music,FALSO,1966,01-10-1935,"Walton-on-Thames, Surrey, England",Female,White,Straight,Na,/people/874/000023805/
Julie Christie,ACTRESS,Darling,VERDADERO,1966,14-04-1941,"Chabua, Assam, India",Female,White,Straight,Na,/people/801/000063612/
Samantha Eggar,ACTRESS,The Collector,FALSO,1966,05-03-1939,"London, England",Female,White,Straight,Na,http://www.nndb.com/people/354/000130961/
Elizabeth Hartman,ACTRESS,A Patch of Blue,FALSO,1966,23-12-1943,"Youngstown, OH",Female,White,Straight,Na,http://www.nndb.com/people/657/000136249/
Simone Signoret,ACTRESS,Ship of Fools,FALSO,1966,25-03-1921,"Wiesbaden, Germany",Female,White,Straight,Na,/people/804/000063615/
Ruth Gordon,ACTRESS IN A SUPPORTING ROLE,Inside Daisy Clover,FALSO,1966,1896-10-30,"Quincy, MA",Female,White,Straight,Na,/people/818/000043689/
Joyce Redman,ACTRESS IN A SUPPORTING ROLE,Othello,FALSO,1966,09-12-1915,"Newcastle, County Down, Ireland",Female,White,Straight,Protestant,http://www.nndb.com/people/552/000279712/
Maggie Smith,ACTRESS IN A SUPPORTING ROLE,Othello,FALSO,1966,28-12-1934,"Ilford, Essex, England",Female,White,Straight,Na,/people/260/000030170/
Shelley Winters,ACTRESS IN A SUPPORTING ROLE,A Patch of Blue,VERDADERO,1966,18-08-1920,"St. Louis, MO",Female,White,Straight,Jewish,/people/859/000022793/
Peggy Wood,ACTRESS IN A SUPPORTING ROLE,The Sound of Music,FALSO,1966,1892-02-09,"Brooklyn, NY",Female,White,Straight,Na,http://www.nndb.com/people/233/000280390/
William Wyler,DIRECTING,The Collector,FALSO,1966,01-07-1902,"Mulhouse, Haut-Rhin, Alsace, France",Male,White,Straight,Na,/people/463/000032367/
John Schlesinger,DIRECTING,Darling,FALSO,1966,16-02-1926,"London, England",Male,White,Gay,Na,/people/771/000032675/
David Lean,DIRECTING,Doctor Zhivago,FALSO,1966,25-03-1908,"Croydon, Surrey, England",Male,White,Straight,Na,/people/462/000032366/
Robert Wise,DIRECTING,The Sound of Music,VERDADERO,1966,10-09-1914,"Winchester, IN",Male,White,Straight,Na,/people/460/000032364/
